,Z,S,K,l,b,Q_t_hat,d_ijk
1795,290970105003006,1,3,9058.97712,0.0,4.020424910072269e-05,21.794147948940765
1796,290970105003007,1,0,45913.6,31.0,4.0266057299254626e-05,77.07436360555167
1797,290970105003007,1,1,45889.99723,0.0,4.018155141010156e-05,77.05268573434935
1798,290970105003007,1,2,30272.2203,0.0,4.016821464197119e-05,61.57067214559521
1799,290970105003007,1,3,8756.795062,0.0,4.0177981478576795e-05,39.616492055446564
1800,290970105003008,1,0,56229.2,15.0,3.9385885265381695e-05,22.8120022634202
1801,290970105003008,1,1,56200.2943,0.0,4.0198820418126864e-05,22.805586179312137
1802,290970105003008,1,2,37073.60629,0.0,4.0164219366288694e-05,18.223313779932234
1803,290970105003008,1,3,10724.22073,0.0,4.0243103943696485e-05,11.725448828433514
1804,290970105003010,1,0,36223.6,20.0,3.839457570874591e-05,32.429606005140954
1805,290970105003010,1,1,36204.97856,0.0,4.004723904946332e-05,32.420484880698496
1806,290970105003010,1,2,23883.31125,0.0,4.007651892077293e-05,25.906313667548915
1807,290970105003010,1,3,6908.685915,0.0,3.908076982247808e-05,16.668930738827576
1808,290970105003011,1,0,34020.4,18.0,4.01773113257065e-05,24.322204503855716
1809,290970105003011,1,1,34002.91116,0.0,4.014059635532193e-05,24.3153636615256
1810,290970105003011,1,2,22430.67509,0.0,3.9758646682715916e-05,19.4297352523827
1811,290970105003011,1,3,6488.484256,0.0,3.100367886269842e-05,12.50169805404224
1812,290970105003012,1,0,40283.2,13.0,4.0178582869724505e-05,13.512335835475398
1813,290970105003012,1,1,40262.49165,0.0,3.984436171930647e-05,13.508535367995202
1814,290970105003012,1,2,26559.92789,0.0,4.012639909084737e-05,10.794297362456035
1815,290970105003012,1,3,7682.946379,0.0,4.0070282688308425e-05,6.945387807861674
1816,290970105003013,1,0,47535.4,10.0,4.02053343204014e-05,7.206579112253568
1817,290970105003013,1,1,47510.96352,0.0,3.920106712329053e-05,7.2045521964483505
1818,290970105003013,1,2,31341.52193,0.0,3.7188069269875525e-05,5.75695859328253
1819,290970105003013,1,3,9066.110172,0.0,4.015043245528315e-05,3.7042068308093046
1820,290970105003014,1,0,47491.2,8.0,4.024422238239094e-05,17.734940784061457
1821,290970105003014,1,1,47466.78624,0.0,4.001480768945554e-05,17.72995267056821
1822,290970105003014,1,2,31312.37953,0.0,4.0171418239408566e-05,14.167515286345719
1823,290970105003014,1,3,9057.680201,0.0,4.014476572286148e-05,9.115821497810886
1824,290970105003015,1,0,43707.0,16.0,4.0278009845536356e-05,24.997821295629485
1825,290970105003015,1,1,43684.53158,0.0,4.008440749953171e-05,24.99079043076708
1826,290970105003015,1,2,28817.34242,0.0,3.9577931838031024e-05,19.96945011953221
1827,290970105003015,1,3,8335.944944,0.0,4.000064684261847e-05,12.848967444392976
1828,290970105003016,1,0,50394.8,15.0,3.977525986816848e-05,29.727138838045875
1829,290970105003016,1,1,50368.89359,0.0,4.0231582782491456e-05,29.718777810080386
1830,290970105003016,1,2,33226.81053,0.0,3.3982947354691914e-05,23.747454196596266
1831,290970105003016,1,3,9611.464486,0.0,3.997935563602408e-05,15.279853177312303
1832,290970105003017,1,0,32187.8,8.0,4.004238056094033e-05,10.134251876606548
1833,290970105003017,1,1,32171.25324,0.0,4.0243005449872454e-05,10.131401525079855
1834,290970105003017,1,2,21222.38667,0.0,3.81951120449914e-05,8.095723020713772
1835,290970105003017,1,3,6138.964666,0.0,3.984699935496952e-05,5.209040855787625
1836,290970105003018,1,0,59612.2,8.0,3.879029323731505e-05,12.836719043701628
1837,290970105003018,1,1,59581.55521,0.0,3.997020642894854e-05,12.833108599880179
1838,290970105003018,1,2,39304.12016,0.0,4.02612054863019e-05,10.254582493885927
1839,290970105003018,1,3,11369.43778,0.0,4.020044372207926e-05,6.598118417000009
1840,290970105004000,1,0,37243.6,10.0,3.945237519980789e-05,9.49499413886067
1841,290970105004000,1,1,37224.45421,0.0,4.025421255662478e-05,9.492173209085147
1842,290970105004000,1,2,24555.82799,0.0,4.0259182784541506e-05,7.500077568544084
1843,290970105004000,1,3,7103.22372,0.0,4.02513834121197e-05,4.750422127690257
1844,290970105004001,1,0,42544.2,28.0,4.000546672110419e-05,84.8219476404889
1845,290970105004001,1,1,42522.32934,0.0,4.021806360069042e-05,84.7967473408727
1846,290970105004001,1,2,28050.67333,0.0,4.009208265756146e-05,67.00069294775297
1847,290970105004001,1,3,8114.171847,0.0,3.889430968512361e-05,42.43710434107881
1848,290970105004002,1,0,47919.6,26.0,3.9700056424949256e-05,42.72747362487315
1849,290970105004002,1,1,47894.96601,0.0,3.979007844952073e-05,42.714779442661765
1850,290970105004002,1,2,31594.83656,0.0,3.8094711580869374e-05,33.75034905778017
1851,290970105004002,1,3,9139.386079,0.0,4.011365761640705e-05,21.376899574591747
1852,290970105004003,1,0,50048.0,21.0,4.000023311536427e-05,35.49667039604846
1853,290970105004003,1,1,50022.27187,0.0,4.000861244192577e-05,35.48612446205227
1854,290970105004003,1,2,32998.15483,0.0,4.0210753398978975e-05,28.03875152527377
1855,290970105004003,1,3,9545.321632,0.0,3.9917112632048176e-05,17.759270415772736
1856,290970105004004,1,0,53658.8,23.0,4.022240592397062e-05,26.29382992299886
1857,290970105004004,1,1,53631.21566,0.0,3.995751892175913e-05,26.286018117399927
1858,290970105004004,1,2,35378.8641,0.0,3.998182971790568e-05,20.769445574808568
1859,290970105004004,1,3,10233.98546,0.0,4.018528560596161e-05,13.155015122322926
1860,290970105004005,1,0,48932.8,21.0,4.022988698381992e-05,28.265867167223774
1861,290970105004005,1,1,48907.64516,0.0,4.021874201738346e-05,28.257469479090613
1862,290970105004005,1,2,32262.86986,0.0,3.9713535677688484e-05,22.32715399299703
1863,290970105004005,1,3,9332.626965,0.0,3.888270303947527e-05,14.1416412569388
1864,290970105004006,1,0,51047.6,23.0,4.000388557024185e-05,36.15401614412343
1865,290970105004006,1,1,51021.358,0.0,4.011313271675695e-05,36.143274912378416
1866,290970105004006,1,2,33657.22124,0.0,4.007181780444279e-05,28.557987665714702
1867,290970105004006,1,3,9735.968681,0.0,4.0071174878097304e-05,18.08814579388271
1868,290970105004007,1,0,44822.2,22.0,4.019535728105334e-05,29.580558663373715
1869,290970105004007,1,1,44799.15829,0.0,3.953280175641319e-05,29.571770384177757
1870,290970105004007,1,2,29552.62739,0.0,4.026075475696069e-05,23.3656262726955
1871,290970105004007,1,3,8548.639611,0.0,3.960491446637937e-05,14.799392013125265
1872,290970105004008,1,0,45913.6,23.0,4.0096117877332444e-05,28.923212915298745
1873,290970105004008,1,1,45889.99723,0.0,4.026333916698518e-05,28.914619929398782
1874,290970105004008,1,2,30272.2203,0.0,4.02551036040379e-05,22.846390131476532
1875,290970105004008,1,3,8756.795062,0.0,4.021809262708929e-05,14.470516634931402
1876,290970105004009,1,0,40004.4,23.0,3.981632212504446e-05,23.007101182624
1877,290970105004009,1,1,39983.83497,0.0,4.019458744936963e-05,23.00026585358811
1878,290970105004009,1,2,26376.10664,0.0,3.98637304639443e-05,18.173264877768
1879,290970105004009,1,3,7629.772712,0.0,3.994285916973084e-05,11.510638232412727
1880,290970105004010,1,0,48086.2,24.0,4.0204385811241024e-05,43.384819372948115
1881,290970105004010,1,1,48061.48037,0.0,3.9986204488111915e-05,43.371929897673816
1882,290970105004010,1,2,31704.68097,0.0,4.02663947699147e-05,34.26958520217731
1883,290970105004010,1,3,9171.160587,0.0,4.024025221007991e-05,21.70577495258558
1884,290970105004011,1,0,60812.4,13.0,3.979634782237995e-05,34.18197889989852
1885,290970105004011,1,1,60781.13822,0.0,4.026540802382006e-05,34.1718235545402
1886,290970105004011,1,2,40095.44819,0.0,3.9831346420317954e-05,27.000279248208663
1887,290970105004011,1,3,11598.34393,0.0,4.025031906792464e-05,17.10151965832807
1888,290970105004012,1,0,2085396.8,33.0,4.021876279006702e-05,119.48225656186251
1889,290970105004012,1,1,2084324.762,0.0,3.9616568420858086e-05,119.44675881159732
1890,290970105004012,1,2,1374964.964,0.0,3.869147062362208e-05,94.37880417560979
1891,290970105004012,1,3,397733.8392,0.0,4.005522907421188e-05,59.777936365480116
1892,290970105004013,1,0,2085396.8,2.0,4.011708013955818e-05,0.0
1893,290970105004013,1,1,2084324.762,0.0,3.8043073924573536e-05,0.0
1894,290970105004013,1,2,1374964.964,0.0,3.822679456806812e-05,0.0
1895,290970105004013,1,3,397733.8392,0.0,4.01761068775572e-05,0.0
1896,290970105004014,1,0,42792.4,17.0,4.018382580068289e-05,21.035063938399087
1897,290970105004014,1,1,42770.40175,0.0,4.022981075721077e-05,21.02881449611165
1898,290970105004014,1,2,28214.31907,0.0,3.985291783954088e-05,16.615556459849646
1899,290970105004014,1,3,8161.509379,0.0,4.0236435142755954e-05,10.524012098207862
1900,290970105004015,1,0,46797.6,16.0,4.012565037029733e-05,23.664446930698972
1901,290970105004015,1,1,46773.5428,0.0,4.001621293203709e-05,23.65741630798163
1902,290970105004015,1,2,30855.06815,0.0,3.787692419353395e-05,18.692501018782565
1903,290970105004015,1,3,8925.394493,0.0,3.783400489859222e-05,11.839513610400626
1904,290970105004016,1,0,44941.2,17.0,3.4844224127988345e-05,32.86728740374858
1905,290970105004016,1,1,44918.09711,0.0,3.828420019329096e-05,32.85752264664652
1906,290970105004016,1,2,29631.08768,0.0,4.0167535848270144e-05,25.96180697123981
1907,290970105004016,1,3,8571.335688,0.0,4.016953658137839e-05,16.44376890336904
1908,290970105004017,1,0,46243.4,16.0,4.02393660423702e-05,22.34975543454903
1909,290970105004017,1,1,46219.62769,0.0,3.670613187965374e-05,22.343115400000936
1910,290970105004017,1,2,30489.66738,0.0,3.9977659559477604e-05,17.65402873794126
1911,290970105004017,1,3,8819.695619,0.0,4.0089150165121205e-05,11.181762854279643
1912,290970105005000,1,0,54270.8,36.0,4.008638968520722e-05,50.329874900031434
1913,290970105005000,1,1,54242.90105,0.0,4.01107244587356e-05,50.315063147564274
1914,290970105005000,1,2,35782.37415,0.0,4.022543111079835e-05,39.83445788730048
1915,290970105005000,1,3,10350.70814,0.0,4.022178138545955e-05,25.299754120893756
1916,290970105005001,1,0,37651.6,21.0,3.853726420470335e-05,69.0211321910304
1917,290970105005001,1,1,37632.24447,0.0,4.014463019326747e-05,69.0008197241512
1918,290970105005001,1,2,24824.83469,0.0,4.024133903390492e-05,54.627979684075974
1919,290970105005001,1,3,7181.038842,0.0,4.009143829167592e-05,34.69545031102894
1920,290970105005002,1,0,42282.4,21.0,4.02654798085783e-05,63.4156423740396
1921,290970105005002,1,1,42260.66392,0.0,4.014871890625526e-05,63.39697956771923
1922,290970105005002,1,2,27878.0607,0.0,3.937312248412079e-05,50.19141693584422
1923,290970105005002,1,3,8064.240477,0.0,4.026203499513376e-05,31.87769019577551
1924,290970105005003,1,0,159602.8,5.0,4.023795349036804e-05,56.14926668534756
1925,290970105005003,1,1,159520.7531,0.0,3.980441785355558e-05,56.13274232265238
1926,290970105005003,1,2,105230.9364,0.0,4.027095069536102e-05,44.44031707304469
1927,290970105005003,1,3,30439.97881,0.0,4.0273728237060294e-05,28.22503819433363
1928,290970105005004,1,0,76129.4,18.0,4.023557695901982e-05,76.2969447312664
1929,290970105005004,1,1,76090.26422,0.0,4.0005191849224096e-05,76.27449104274442
1930,290970105005004,1,2,50194.40794,0.0,3.974678980526135e-05,60.386548501355364
1931,290970105005004,1,3,14519.65331,0.0,3.960422682277993e-05,38.35284601873873
1932,290970105005007,1,0,54726.4,5.0,3.965995915678298e-05,7.92695529675495
1933,290970105005007,1,1,54698.26684,0.0,4.023480442825255e-05,7.924622445737629
1934,290970105005007,1,2,36082.76496,0.0,3.7981733268835585e-05,6.2739271170944715
1935,290970105005007,1,3,10437.6017,0.0,4.027582000587042e-05,3.9847112746263162
1936,290970105005008,1,0,57242.4,37.0,3.985354073258401e-05,54.74553501821387
1937,290970105005008,1,1,57212.97345,0.0,4.0239360249230734e-05,54.729423770398796
1938,290970105005008,1,2,37741.63959,0.0,4.020980481714714e-05,43.32930915145281
1939,290970105005008,1,3,10917.46162,0.0,4.011309981531185e-05,27.519412240869773
1940,290970105005009,1,0,40215.2,26.0,4.023845039723659e-05,37.65303765958601
1941,290970105005009,1,1,40194.52661,0.0,4.0237431130336585e-05,37.64195662161806
1942,290970105005009,1,2,26515.09344,0.0,4.0202606001225965e-05,29.801153808546076
1943,290970105005009,1,3,7669.977192,0.0,3.967119749880756e-05,18.927378553646047
1944,290970105005010,1,0,43377.2,25.0,4.0199280583622647e-05,39.63477648377475
1945,290970105005010,1,1,43354.90112,0.0,4.026991337841752e-05,39.623112231379366
1946,290970105005010,1,2,28599.89534,0.0,4.020575976119842e-05,31.369635586664014
1947,290970105005010,1,3,8273.044387,0.0,4.0229291004857476e-05,19.923556371992177
1948,290970105005011,1,0,55226.2,6.0,4.0254329389371916e-05,9.248114512880775
1949,290970105005011,1,1,55197.80991,0.0,4.018804767279143e-05,9.245392853534746
1950,290970105005011,1,2,36412.29816,0.0,4.016143855415875e-05,7.319581636199928
1951,290970105005011,1,3,10532.92522,0.0,3.965377424462078e-05,4.6488298199733435
1952,290970105005012,1,0,52295.4,6.0,4.001352442933248e-05,10.5692737290066
1953,290970105005012,1,1,52268.51655,0.0,3.412090496704816e-05,10.566163261866059
1954,290970105005012,1,2,34479.93339,0.0,4.009409089586776e-05,8.365236156091413
1955,290970105005012,1,3,9973.953262,0.0,3.98436032036032e-05,5.312948365865917
1956,290970105005013,1,0,49483.6,15.0,4.0155723200837416e-05,17.175069809635726
1957,290970105005013,1,1,49458.16201,0.0,4.006207220763546e-05,17.17001530062421
1958,290970105005013,1,2,32626.0289,0.0,4.001041127724142e-05,13.593508752970758
1959,290970105005013,1,3,9437.67738,0.0,3.968681992307808e-05,8.633541094616854
1960,290970105005014,1,0,49504.0,26.0,4.012961512881251e-05,38.31361726764892
1961,290970105005014,1,1,49478.55152,0.0,4.0091417553797846e-05,38.302341823144324
1962,290970105005014,1,2,32639.47924,0.0,4.0171803899390055e-05,30.32398106685818
1963,290970105005014,1,3,9441.568136,0.0,3.9861881541950037e-05,19.259437826409137
1964,290970105006000,1,0,47096.8,11.0,3.9710443213908335e-05,10.06827282754481
1965,290970105006000,1,1,47072.58899,0.0,4.0277977360149797e-05,10.065250495679779
1966,290970105006000,1,2,31052.33973,0.0,4.0172088993044814e-05,7.935578373085946
1967,290970105006000,1,3,8982.458916,0.0,3.992262314526762e-05,5.011209044073136
1968,290970105006002,1,0,82885.2,4.0,3.956391650795633e-05,24.19000614410117
1969,290970105006002,1,1,82842.59127,0.0,3.975628920274694e-05,24.18274469585985
1970,290970105006002,1,2,54648.7105,0.0,3.984480484547138e-05,19.065999986036427
1971,290970105006002,1,3,15808.14203,0.0,4.0156706379673334e-05,12.039917832510305
1972,290970105006003,1,0,61744.0,103.0,4.0218550066526426e-05,272.81294027687
1973,290970105006003,1,1,61712.25931,0.0,4.0020432334182566e-05,272.731046248242
1974,290970105006003,1,2,40709.68015,0.0,4.0005302349551565e-05,215.02481167516885
1975,290970105006003,1,3,11776.0218,0.0,4.00263326116232e-05,135.78522326320154
1976,290970105006004,1,0,53516.0,49.0,4.001939624348679e-05,142.01640243759078
1977,290970105006004,1,1,53488.48907,0.0,3.918854845188378e-05,141.97377141000234
1978,290970105006004,1,2,35284.71176,0.0,3.966082893988122e-05,111.93402394311717
1979,290970105006004,1,3,10206.75017,0.0,3.967819420614111e-05,70.68480289623783
1980,290970105006005,1,0,65545.2,22.0,3.883941836201532e-05,33.34298144186918
1981,290970105006005,1,1,65511.50523,0.0,4.0223091873552404e-05,33.33297241854305
1982,290970105006005,1,2,43215.92588,0.0,4.006159785002875e-05,26.28016214403952
1983,290970105006005,1,3,12500.99935,0.0,3.9503996886218e-05,16.595562418965567
1984,290970105006006,1,0,60418.0,16.0,4.013073820185729e-05,54.917851786608054
1985,290970105006006,1,1,60386.94097,0.0,4.011702248085987e-05,54.90136633869726
1986,290970105006006,1,2,39835.40838,0.0,4.0258628230942216e-05,43.2849729389331
1987,290970105006006,1,3,11523.12265,0.0,4.027618805959592e-05,27.333867513515596
1988,290970105006007,1,0,60649.2,29.0,3.70335199110456e-05,74.81562417306047
1989,290970105006007,1,1,60618.02212,0.0,4.024007381890167e-05,74.79316573878464
1990,290970105006007,1,2,39987.84551,0.0,3.9965934731054265e-05,58.967934150045004
1991,290970105006007,1,3,11567.21789,0.0,3.985324913521595e-05,37.237442702504396
1992,290970105006008,1,0,55188.8,19.0,4.027161828804444e-05,33.99676539170975
1993,290970105006008,1,1,55160.42914,0.0,4.026619455042972e-05,33.986560114285055
1994,290970105006008,1,2,36387.63922,0.0,4.0181034790638876e-05,26.795459440960883
1995,290970105006008,1,3,10525.79217,0.0,4.0269274350851645e-05,16.92096560372463
1996,290970105006009,1,0,35448.4,23.0,3.9656214165489645e-05,35.30433329139089
1997,290970105006009,1,1,35430.17707,0.0,3.510393766689931e-05,35.29373550281586
1998,290970105006009,1,2,23372.19853,0.0,4.026917882943543e-05,27.826054036078887
1999,290970105006009,1,3,6760.837183,0.0,4.018518071416328e-05,17.571771972752483
2000,290970105006010,1,0,38114.0,22.0,3.3698573424951147e-05,33.99676539170975
2001,290970105006010,1,1,38094.40677,0.0,4.011625964676953e-05,33.98656011528763
2002,290970105006010,1,2,25129.70895,0.0,3.6715135998626e-05,26.795459441676023
2003,290970105006010,1,3,7269.229314,0.0,4.0121531254481315e-05,16.920965603698114
2004,290970105006011,1,0,43574.4,21.0,3.5644559311287436e-05,28.766493792985173
2005,290970105006011,1,1,43551.99974,0.0,4.005071278346372e-05,28.75785855637521
2006,290970105006011,1,2,28729.91524,0.0,4.026457886996628e-05,22.67308106365086
2007,290970105006011,1,3,8310.65503,0.0,4.0229257490145387e-05,14.31774012614194
2008,290970105006012,1,0,67357.4,142.0,3.877322685870597e-05,373.31063535896664
2009,290970105006012,1,1,67322.77364,0.0,4.027613833433558e-05,373.19857356899917
2010,290970105006012,1,2,44410.76396,0.0,4.014278975579875e-05,294.2347565561139
2011,290970105006012,1,3,12846.62818,0.0,4.026979972154528e-05,185.80521844427602
2012,290970105006013,1,0,78740.6,10.0,4.0269284425150834e-05,16.344598746014302
2013,290970105006013,1,1,78700.12188,0.0,4.0231032956434614e-05,16.33969236191187
2014,290970105006013,1,2,51916.0508,0.0,3.9998381596375117e-05,12.882432422629488
2015,290970105006013,1,3,15017.67009,0.0,3.7966388021061254e-05,8.135079617434888
2016,290970105006015,1,0,52288.6,14.0,4.010985210706506e-05,21.725743563932834
2017,290970105006015,1,1,52261.72004,0.0,3.987036532648747e-05,21.71922184736323
2018,290970105006015,1,2,34475.44995,0.0,4.0252772113984226e-05,17.1237255603001
2019,290970105006015,1,3,9972.656344,0.0,3.942137283193751e-05,10.813398137195486
2020,290970106001003,1,0,16741.6,5.0,4.000299733221696e-05,19.72748716222268
2021,290970106001003,1,1,16732.99366,0.0,4.021215563712188e-05,19.72163025093678
2022,290970106001003,1,2,11038.24147,0.0,3.995410298644587e-05,15.584970382190011
2023,290970106001003,1,3,3193.013839,0.0,4.015991150700111e-05,9.87323551273432
2024,290970106001004,1,0,13868.6,8.0,4.024406977234516e-05,35.509476892000826
2025,290970106001004,1,1,13861.47058,0.0,4.002260919861538e-05,35.49893445071907
2026,290970106001004,1,2,9143.985976,0.0,4.023391719701686e-05,28.0529466845114
2027,290970106001004,1,3,2645.065689,0.0,3.944145566249118e-05,17.77182392390962
2028,290970106001005,1,0,24731.6,4.0,4.016152351831457e-05,6.575829054074227
2029,290970106001005,1,1,24718.88625,0.0,3.8758787947336065e-05,6.57387675069153
2030,290970106001005,1,2,16306.28928,0.0,3.868389554480822e-05,5.194990126081026
2031,290970106001005,1,3,4716.893312,0.0,3.999814707627803e-05,3.2910785043487927
2032,290970106001006,1,0,26421.4,4.0,4.0274282418012907e-05,9.86374358111134
2033,290970106001006,1,1,26407.81757,0.0,4.0193465465499375e-05,9.86081512471603
2034,290970106001006,1,2,17420.42535,0.0,4.021782352429469e-05,7.7924851891550535
2035,290970106001006,1,3,5039.177609,0.0,4.0047317571805216e-05,4.936617756532315
2036,290970106001007,1,0,62247.2,3.0,3.216781593207487e-05,5.918246148666804
2037,290970106001007,1,1,62215.20063,0.0,4.0215578511810654e-05,5.916489075000426
2038,290970106001007,1,2,41041.45508,0.0,4.0268818837470724e-05,4.675491114424128
2039,290970106001007,1,3,11871.99378,0.0,3.9817454831209745e-05,2.9619706539111315
2040,290970106001010,1,0,27128.6,14.0,4.0188497441231844e-05,35.932208759762716
2041,290970106001010,1,1,27114.65402,0.0,3.9757397516226295e-05,35.92154081130702
2042,290970106001010,1,2,17886.70363,0.0,4.008457711276498e-05,28.386910336404238
2043,290970106001010,1,3,5174.057154,0.0,4.015703045444905e-05,17.98339325608612
2044,290970106001011,1,0,21862.0,11.0,3.993235726257162e-05,62.141584561001444
2045,290970106001011,1,1,21850.76142,0.0,4.0115412774776414e-05,62.123135289877354
2046,290970106001011,1,2,14414.27552,0.0,3.992668389402406e-05,49.09265670699529
2047,290970106001011,1,3,4169.593621,0.0,3.923142989643208e-05,31.100691866758574
2048,290970106001012,1,0,16792.6,14.0,4.0007110169255905e-05,30.046480447077627
2049,290970106001012,1,1,16783.96744,0.0,4.0271292989961334e-05,30.037559918101095
2050,290970106001012,1,2,11071.8673,0.0,4.0269707362188135e-05,23.73710872777901
2051,290970106001012,1,3,3202.74073,0.0,3.98475200733608e-05,15.037697166310302
2052,290970106001014,1,0,5351.6,1.0,3.972290269214288e-05,0.0
2053,290970106001014,1,1,5348.848907,0.0,4.025474354362315e-05,0.0
2054,290970106001014,1,2,3528.471176,0.0,4.0188528129211617e-05,0.0
2055,290970106001014,1,3,1020.675017,0.0,4.0154332847593734e-05,0.0
2056,290970106001019,1,0,20301.4,4.0,4.0160555874028775e-05,4.3838860360494865
2057,290970106001019,1,1,20290.96368,0.0,4.020193285895813e-05,4.382584500625121
2058,290970106001019,1,2,13385.3249,0.0,3.857244971170845e-05,3.463326751323498
2059,290970106001019,1,3,3871.950779,0.0,3.927842948276963e-05,2.194052336240834
2060,290970106001021,1,0,19216.8,1.0,4.0111564677819683e-05,1.3151658108148454
2061,290970106001021,1,1,19206.92124,0.0,3.6289720557153086e-05,1.3147753502185193
2062,290970106001021,1,2,12670.21543,0.0,4.012121855369429e-05,1.0389980253803932
2063,290970106001021,1,3,3665.092246,0.0,4.02450126128233e-05,0.658215700858997
2064,290970106001022,1,0,15776.0,8.0,4.023194352668483e-05,4.603080337851959
2065,290970106001022,1,1,15767.89004,0.0,3.976243464885156e-05,4.6017137243478485
2066,290970106001022,1,2,10401.59228,0.0,3.6213088162058844e-05,3.6364930878848964
2067,290970106001022,1,3,3008.851384,0.0,3.9751258878757785e-05,2.303754953033616
2068,290970106001024,1,0,20539.4,12.0,3.9975181569642855e-05,18.05823824849617
2069,290970106001024,1,1,20528.84133,0.0,4.0157883728842094e-05,18.052876922925154
2070,290970106001024,1,2,13542.24547,0.0,3.947932621924808e-05,14.2662421161109
2071,290970106001024,1,3,3917.342933,0.0,4.0177559915181e-05,9.037807892496108
2072,290970106001025,1,0,35013.2,33.0,3.965866207402223e-05,47.34596918933443
2073,290970106001025,1,1,34995.20079,0.0,3.977651221162407e-05,47.33191259896159
2074,290970106001025,1,2,23085.25805,0.0,4.016004417507062e-05,37.40392891376461
2075,290970106001025,1,3,6677.834386,0.0,3.926593773363848e-05,23.69576523097321
2076,290970106001026,1,0,34612.0,30.0,3.993814457872171e-05,42.742888851482476
2077,290970106001026,1,1,34594.20704,0.0,3.632632893285455e-05,42.730198877922035
2078,290970106001026,1,2,22820.7348,0.0,4.005312606227334e-05,33.7674358265692
2079,290970106001026,1,3,6601.316183,0.0,4.014940946006759e-05,21.39201027816929
2080,290970106001027,1,0,33398.2,34.0,4.021264590343177e-05,55.01150705808385
2081,290970106001027,1,1,33381.03101,0.0,4.0229297343885723e-05,54.99517463702058
2082,290970106001027,1,2,22020.43987,0.0,4.0207672002412283e-05,43.45980311435633
2083,290970106001027,1,3,6369.816195,0.0,4.014353887334649e-05,27.532222459065334
2084,290970106001028,1,0,18910.8,11.0,4.016439057124275e-05,18.938387675733775
2085,290970106001028,1,1,18901.07854,0.0,3.965683991878125e-05,18.932765040199147
2086,290970106001028,1,2,12468.46041,0.0,3.872133983192288e-05,14.961571567253948
2087,290970106001028,1,3,3606.730905,0.0,4.023775051827055e-05,9.478306092651282
2088,290970106001029,1,0,41860.8,6.0,4.009667961665373e-05,10.145564826285932
2089,290970106001029,1,1,41839.28065,0.0,3.919480816745836e-05,10.142552699875614
2090,290970106001029,1,2,27600.08711,0.0,4.025938776997869e-05,8.015127623582318
2091,290970106001029,1,3,7983.831517,0.0,3.995892246925264e-05,5.077663978087453
2092,290970106001040,1,0,19142.0,9.0,4.012482093140695e-05,20.25355348654862
2093,290970106001040,1,1,19132.15969,0.0,4.0241090083581914e-05,20.247540391924908
2094,290970106001040,1,2,12620.89754,0.0,3.9799864600787466e-05,16.000569593875625
2095,290970106001040,1,3,3650.826141,0.0,3.991044157257911e-05,10.136521793647473
2096,290970106001041,1,0,20423.8,2.0,4.014724132343643e-05,3.945497432444536
2097,290970106001041,1,1,20413.30075,0.0,3.9517351854789636e-05,3.9443260496747614
2098,290970106001041,1,2,13466.02691,0.0,3.6858543645554984e-05,3.116994076301125
2099,290970106001041,1,3,3895.295315,0.0,4.021979191846427e-05,1.9746471025510184
2100,290970106001041,5,0,44682.8,1.0,4.0272553308062084e-05,2.2808323826169286
2101,290970106001041,5,1,44681.35347,0.0,4.027221591028142e-05,2.2808025318104326
2102,290970106001041,5,2,38308.53012,0.0,3.986796826856616e-05,2.141224857858175
2103,290970106001041,5,3,31577.73795,0.0,4.0158837497246206e-05,1.977508468408026
2104,290970106001044,1,0,30705.4,6.0,4.015303360716906e-05,3.945497432444536
2105,290970106001044,1,1,30689.6153,0.0,4.010193788527043e-05,3.9443260500929984
2106,290970106001044,1,2,20244.99567,0.0,4.019771949549924e-05,3.1169940758284205
2107,290970106001044,1,3,5856.23639,0.0,4.0078175447878805e-05,1.974647102611156
2108,290970106001045,1,0,22950.0,10.0,4.026900259799034e-05,8.548577770296495
2109,290970106001045,1,1,22938.20211,0.0,4.022002926551029e-05,8.546039774734787
2110,290970106001045,1,2,15131.62671,0.0,4.0136162279109296e-05,6.7534871654965425
2111,290970106001045,1,3,4377.100613,0.0,3.9378261156838005e-05,4.278402055739317
2112,290970106001046,1,0,17533.8,10.0,4.007355623774744e-05,28.745767007810183
2113,290970106001046,1,1,17524.78641,0.0,4.0247795797912664e-05,28.73723264717638
2114,290970106001046,1,2,11560.5628,0.0,3.996322869454303e-05,22.709528264031714
2115,290970106001046,1,3,3344.104868,0.0,4.024914957829518e-05,14.386714604705322
2116,290970106001047,1,0,14762.8,8.0,4.00093856615973e-05,18.60020218152425
2117,290970106001047,1,1,14755.2109,0.0,4.0276294819477925e-05,18.594679950865522
2118,290970106001047,1,2,9733.558987,0.0,4.017797224809888e-05,14.694400644303675
2119,290970106001047,1,3,2815.610498,0.0,4.0003135253521385e-05,9.309050626758033
2120,290970106001048,1,0,12172.0,6.0,3.9713779320517066e-05,3.945497432444536
2121,290970106001048,1,1,12165.74275,0.0,3.9855461262065094e-05,3.9443260501189132
2122,290970106001048,1,2,8025.366461,0.0,3.956346052402395e-05,3.116994076074067
2123,290970106001048,1,3,2321.484473,0.0,4.025377400322312e-05,1.9746471026002421
2124,290970106001051,1,0,32340.8,5.0,4.0270641150173974e-05,10.652843067600248
2125,290970106001051,1,1,32324.17459,0.0,4.0236198772200325e-05,10.649680335012821
2126,290970106001051,1,2,21323.26418,0.0,3.93465200982231e-05,8.415884004655947
