,Z,S,K,K',Sc
13826,290970108004000,1,0,2,7461.819
13827,290970108004000,1,0,3,13393.809
13829,290970108004000,1,1,1,0.0
13830,290970108004000,1,1,2,7461.819
13831,290970108004000,1,1,3,13393.809
13834,290970108004000,1,2,2,0.0
13835,290970108004000,1,2,3,13393.809
13839,290970108004000,1,3,3,0.0
13840,290970108004001,1,0,0,0.0
13841,290970108004001,1,0,1,4792.2
13842,290970108004001,1,0,2,6022.8
13843,290970108004001,1,0,3,10810.8
13845,290970108004001,1,1,1,0.0
13846,290970108004001,1,1,2,6022.8
13847,290970108004001,1,1,3,10810.8
13850,290970108004001,1,2,2,0.0
13851,290970108004001,1,2,3,10810.8
13855,290970108004001,1,3,3,0.0
13856,290970108004002,1,0,0,0.0
13857,290970108004002,1,0,1,3812.081
13858,290970108004002,1,0,2,4790.994
13859,290970108004002,1,0,3,8599.734
13861,290970108004002,1,1,1,0.0
13862,290970108004002,1,1,2,4790.994
13863,290970108004002,1,1,3,8599.734
13866,290970108004002,1,2,2,0.0
13867,290970108004002,1,2,3,8599.734
13871,290970108004002,1,3,3,0.0
13872,290970108004003,1,0,0,0.0
13873,290970108004003,1,0,1,5400.9235
13874,290970108004003,1,0,2,6787.839
13875,290970108004003,1,0,3,12184.029
13877,290970108004003,1,1,1,0.0
13878,290970108004003,1,1,2,6787.839
13879,290970108004003,1,1,3,12184.029
13882,290970108004003,1,2,2,0.0
13883,290970108004003,1,2,3,12184.029
13887,290970108004003,1,3,3,0.0
13888,290970108004004,1,0,0,0.0
13889,290970108004004,1,0,1,4251.366
13890,290970108004004,1,0,2,5343.084
13891,290970108004004,1,0,3,9590.724
13893,290970108004004,1,1,1,0.0
13894,290970108004004,1,1,2,5343.084
13895,290970108004004,1,1,3,9590.724
13898,290970108004004,1,2,2,0.0
13899,290970108004004,1,2,3,9590.724
13903,290970108004004,1,3,3,0.0
13904,290970108004005,1,0,0,0.0
13905,290970108004005,1,0,1,5833.3625
13906,290970108004005,1,0,2,7331.325
13907,290970108004005,1,0,3,13159.575
13909,290970108004005,1,1,1,0.0
13910,290970108004005,1,1,2,7331.325
13911,290970108004005,1,1,3,13159.575
13914,290970108004005,1,2,2,0.0
13915,290970108004005,1,2,3,13159.575
13919,290970108004005,1,3,3,0.0
13920,290970108004006,1,0,0,0.0
13921,290970108004006,1,0,1,3701.404
13922,290970108004006,1,0,2,4651.896
13923,290970108004006,1,0,3,8350.056
13925,290970108004006,1,1,1,0.0
13926,290970108004006,1,1,2,4651.896
13927,290970108004006,1,1,3,8350.056
13930,290970108004006,1,2,2,0.0
13931,290970108004006,1,2,3,8350.056
13935,290970108004006,1,3,3,0.0
13936,290970108004007,1,0,0,0.0
13937,290970108004007,1,0,1,3360.8155
13938,290970108004007,1,0,2,4223.847
13939,290970108004007,1,0,3,7581.717
13941,290970108004007,1,1,1,0.0
13942,290970108004007,1,1,2,4223.847
13943,290970108004007,1,1,3,7581.717
13946,290970108004007,1,2,2,0.0
13947,290970108004007,1,2,3,7581.717
13951,290970108004007,1,3,3,0.0
13952,290970108004008,1,0,0,0.0
13953,290970108004008,1,0,1,3567.907
13954,290970108004008,1,0,2,4484.118
13955,290970108004008,1,0,3,8048.898
13957,290970108004008,1,1,1,0.0
13958,290970108004008,1,1,2,4484.118
13959,290970108004008,1,1,3,8048.898
13962,290970108004008,1,2,2,0.0
13963,290970108004008,1,2,3,8048.898
13967,290970108004008,1,3,3,0.0
13968,290970108004009,1,0,0,0.0
13969,290970108004009,1,0,1,3396.757
13970,290970108004009,1,0,2,4269.018
13971,290970108004009,1,0,3,7662.798
13973,290970108004009,1,1,1,0.0
13974,290970108004009,1,1,2,4269.018
13975,290970108004009,1,1,3,7662.798
13978,290970108004009,1,2,2,0.0
13979,290970108004009,1,2,3,7662.798
13983,290970108004009,1,3,3,0.0
13984,290970108004010,1,0,0,0.0
13985,290970108004010,1,0,1,3911.348
13986,290970108004010,1,0,2,4915.752
13987,290970108004010,1,0,3,8823.672
13989,290970108004010,1,1,1,0.0
13990,290970108004010,1,1,2,4915.752
13991,290970108004010,1,1,3,8823.672
13994,290970108004010,1,2,2,0.0
13995,290970108004010,1,2,3,8823.672
13999,290970108004010,1,3,3,0.0
14000,290970108004011,1,0,0,0.0
14001,290970108004011,1,0,1,3356.822
14002,290970108004011,1,0,2,4218.828
14003,290970108004011,1,0,3,7572.708
14005,290970108004011,1,1,1,0.0
14006,290970108004011,1,1,2,4218.828
14007,290970108004011,1,1,3,7572.708
14010,290970108004011,1,2,2,0.0
14011,290970108004011,1,2,3,7572.708
14015,290970108004011,1,3,3,0.0
14016,290970108004012,1,0,0,0.0
14017,290970108004012,1,0,1,3209.633
14018,290970108004012,1,0,2,4033.842
14019,290970108004012,1,0,3,7240.662
14021,290970108004012,1,1,1,0.0
14022,290970108004012,1,1,2,4033.842
14023,290970108004012,1,1,3,7240.662
14026,290970108004012,1,2,2,0.0
14027,290970108004012,1,2,3,7240.662
14031,290970108004012,1,3,3,0.0
14032,290970108004013,1,0,0,0.0
14033,290970108004013,1,0,1,4957.645
14034,290970108004013,1,0,2,6230.73
14035,290970108004013,1,0,3,11184.03
14037,290970108004013,1,1,1,0.0
14038,290970108004013,1,1,2,6230.73
14039,290970108004013,1,1,3,11184.03
14042,290970108004013,1,2,2,0.0
14043,290970108004013,1,2,3,11184.03
14047,290970108004013,1,3,3,0.0
14048,290970108004014,1,0,0,0.0
14049,290970108004014,1,0,1,3987.2245
14050,290970108004014,1,0,2,5011.113
14051,290970108004014,1,0,3,8994.843
14053,290970108004014,1,1,1,0.0
14054,290970108004014,1,1,2,5011.113
14055,290970108004014,1,1,3,8994.843
14058,290970108004014,1,2,2,0.0
14059,290970108004014,1,2,3,8994.843
14063,290970108004014,1,3,3,0.0
14064,290970108004015,1,0,0,0.0
14065,290970108004015,1,0,1,3295.208
14066,290970108004015,1,0,2,4141.392
14067,290970108004015,1,0,3,7433.712
14069,290970108004015,1,1,1,0.0
14070,290970108004015,1,1,2,4141.392
14071,290970108004015,1,1,3,7433.712
14074,290970108004015,1,2,2,0.0
14075,290970108004015,1,2,3,7433.712
14079,290970108004015,1,3,3,0.0
14080,290970108004016,1,0,0,0.0
14081,290970108004016,1,0,1,4350.633
14082,290970108004016,1,0,2,5467.842
14083,290970108004016,1,0,3,9814.662
14085,290970108004016,1,1,1,0.0
14086,290970108004016,1,1,2,5467.842
14087,290970108004016,1,1,3,9814.662
14090,290970108004016,1,2,2,0.0
14091,290970108004016,1,2,3,9814.662
14095,290970108004016,1,3,3,0.0
14096,290970108004017,1,0,0,0.0
14097,290970108004017,1,0,1,3225.0365
14098,290970108004017,1,0,2,4053.201
14099,290970108004017,1,0,3,7275.411
14101,290970108004017,1,1,1,0.0
14102,290970108004017,1,1,2,4053.201
14103,290970108004017,1,1,3,7275.411
14106,290970108004017,1,2,2,0.0
14107,290970108004017,1,2,3,7275.411
14111,290970108004017,1,3,3,0.0
14112,290970108004018,1,0,0,0.0
14113,290970108004018,1,0,1,4064.242
14114,290970108004018,1,0,2,5107.908
14115,290970108004018,1,0,3,9168.588
14117,290970108004018,1,1,1,0.0
14118,290970108004018,1,1,2,5107.908
14119,290970108004018,1,1,3,9168.588
14122,290970108004018,1,2,2,0.0
14123,290970108004018,1,2,3,9168.588
14127,290970108004018,1,3,3,0.0
14128,290970108004019,1,0,0,0.0
14129,290970108004019,1,0,1,3853.157
14130,290970108004019,1,0,2,4842.618
14131,290970108004019,1,0,3,8692.398
14133,290970108004019,1,1,1,0.0
14134,290970108004019,1,1,2,4842.618
14135,290970108004019,1,1,3,8692.398
14138,290970108004019,1,2,2,0.0
14139,290970108004019,1,2,3,8692.398
14143,290970108004019,1,3,3,0.0
14144,290970108004020,1,0,0,0.0
14145,290970108004020,1,0,1,4032.294
14146,290970108004020,1,0,2,5067.756
14147,290970108004020,1,0,3,9096.516
14149,290970108004020,1,1,1,0.0
14150,290970108004020,1,1,2,5067.756
14151,290970108004020,1,1,3,9096.516
14154,290970108004020,1,2,2,0.0
14155,290970108004020,1,2,3,9096.516
14159,290970108004020,1,3,3,0.0
14160,290970108004021,1,0,0,0.0
14161,290970108004021,1,0,1,2263.744
14162,290970108004021,1,0,2,2845.056
14163,290970108004021,1,0,3,5106.816
14165,290970108004021,1,1,1,0.0
14166,290970108004021,1,1,2,2845.056
14167,290970108004021,1,1,3,5106.816
14170,290970108004021,1,2,2,0.0
14171,290970108004021,1,2,3,5106.816
14175,290970108004021,1,3,3,0.0
14176,290970108004022,1,0,0,0.0
14177,290970108004022,1,0,1,3418.436
14178,290970108004022,1,0,2,4296.264
14179,290970108004022,1,0,3,7711.704
14181,290970108004022,1,1,1,0.0
14182,290970108004022,1,1,2,4296.264
14183,290970108004022,1,1,3,7711.704
14186,290970108004022,1,2,2,0.0
14187,290970108004022,1,2,3,7711.704
14191,290970108004022,1,3,3,0.0
14192,290970108004022,5,0,0,0.0
14193,290970108004022,5,0,1,5558.154
14194,290970108004022,5,0,2,9649.386
14195,290970108004022,5,0,3,17320.446
14197,290970108004022,5,1,1,0.0
14198,290970108004022,5,1,2,9649.386
14199,290970108004022,5,1,3,17320.446
14202,290970108004022,5,2,2,0.0
14203,290970108004022,5,2,3,17320.446
14207,290970108004022,5,3,3,0.0
14208,290970108004023,1,0,0,0.0
14209,290970108004023,1,0,1,2693.901
14210,290970108004023,1,0,2,3385.674
14211,290970108004023,1,0,3,6077.214
14213,290970108004023,1,1,1,0.0
14214,290970108004023,1,1,2,3385.674
14215,290970108004023,1,1,3,6077.214
14218,290970108004023,1,2,2,0.0
14219,290970108004023,1,2,3,6077.214
14223,290970108004023,1,3,3,0.0
14224,290970108005000,1,0,0,0.0
14225,290970108005000,1,0,1,3704.827
14226,290970108005000,1,0,2,4656.198
14227,290970108005000,1,0,3,8357.778
14229,290970108005000,1,1,1,0.0
14230,290970108005000,1,1,2,4656.198
14231,290970108005000,1,1,3,8357.778
14234,290970108005000,1,2,2,0.0
14235,290970108005000,1,2,3,8357.778
14239,290970108005000,1,3,3,0.0
14240,290970108005000,5,0,0,0.0
14241,290970108005000,5,0,1,21370.685
14242,290970108005000,5,0,2,37101.165
14243,290970108005000,5,0,3,66595.815
14245,290970108005000,5,1,1,0.0
14246,290970108005000,5,1,2,37101.165
14247,290970108005000,5,1,3,66595.815
14250,290970108005000,5,2,2,0.0
14251,290970108005000,5,2,3,66595.815
14255,290970108005000,5,3,3,0.0
14256,290970108005001,1,0,0,0.0
14257,290970108005001,1,0,1,3582.74
14258,290970108005001,1,0,2,4502.76
14259,290970108005001,1,0,3,8082.36
14261,290970108005001,1,1,1,0.0
14262,290970108005001,1,1,2,4502.76
14263,290970108005001,1,1,3,8082.36
14266,290970108005001,1,2,2,0.0
14267,290970108005001,1,2,3,8082.36
14271,290970108005001,1,3,3,0.0
14272,290970108005002,1,0,0,0.0
14273,290970108005002,1,0,1,3210.2035
14274,290970108005002,1,0,2,4034.559
14275,290970108005002,1,0,3,7241.949
14277,290970108005002,1,1,1,0.0
14278,290970108005002,1,1,2,4034.559
14279,290970108005002,1,1,3,7241.949
14282,290970108005002,1,2,2,0.0
14283,290970108005002,1,2,3,7241.949
14287,290970108005002,1,3,3,0.0
14288,290970108005003,1,0,0,0.0
14289,290970108005003,1,0,1,3004.253
14290,290970108005003,1,0,2,3775.722
14291,290970108005003,1,0,3,6777.342
14293,290970108005003,1,1,1,0.0
14294,290970108005003,1,1,2,3775.722
14295,290970108005003,1,1,3,6777.342
14298,290970108005003,1,2,2,0.0
14299,290970108005003,1,2,3,6777.342
14303,290970108005003,1,3,3,0.0
14304,290970108005004,1,0,0,0.0
14305,290970108005004,1,0,1,3598.714
14306,290970108005004,1,0,2,4522.836
14307,290970108005004,1,0,3,8118.396
14309,290970108005004,1,1,1,0.0
14310,290970108005004,1,1,2,4522.836
14311,290970108005004,1,1,3,8118.396
14314,290970108005004,1,2,2,0.0
14315,290970108005004,1,2,3,8118.396
14319,290970108005004,1,3,3,0.0
14320,290970108005005,1,0,0,0.0
14321,290970108005005,1,0,1,4173.2075
14322,290970108005005,1,0,2,5244.855
14323,290970108005005,1,0,3,9414.405
14325,290970108005005,1,1,1,0.0
14326,290970108005005,1,1,2,5244.855
14327,290970108005005,1,1,3,9414.405
14330,290970108005005,1,2,2,0.0
14331,290970108005005,1,2,3,9414.405
14335,290970108005005,1,3,3,0.0
14336,290970108005006,1,0,0,0.0
14337,290970108005006,1,0,1,3513.7095
14338,290970108005006,1,0,2,4416.003
14339,290970108005006,1,0,3,7926.633
14341,290970108005006,1,1,1,0.0
14342,290970108005006,1,1,2,4416.003
14343,290970108005006,1,1,3,7926.633
14346,290970108005006,1,2,2,0.0
14347,290970108005006,1,2,3,7926.633
14351,290970108005006,1,3,3,0.0
14352,290970108005007,1,0,0,0.0
14353,290970108005007,1,0,1,4724.881
14354,290970108005007,1,0,2,5938.194
14355,290970108005007,1,0,3,10658.934
14357,290970108005007,1,1,1,0.0
14358,290970108005007,1,1,2,5938.194
14359,290970108005007,1,1,3,10658.934
14362,290970108005007,1,2,2,0.0
14363,290970108005007,1,2,3,10658.934
14367,290970108005007,1,3,3,0.0
14368,290970108005008,1,0,0,0.0
14369,290970108005008,1,0,1,4526.347
14370,290970108005008,1,0,2,5688.678
14371,290970108005008,1,0,3,10211.058
14373,290970108005008,1,1,1,0.0
14374,290970108005008,1,1,2,5688.678
14375,290970108005008,1,1,3,10211.058
14378,290970108005008,1,2,2,0.0
14379,290970108005008,1,2,3,10211.058
14383,290970108005008,1,3,3,0.0
14384,290970108005009,1,0,0,0.0
14385,290970108005009,1,0,1,4153.24
14386,290970108005009,1,0,2,5219.76
14387,290970108005009,1,0,3,9369.36
14389,290970108005009,1,1,1,0.0
14390,290970108005009,1,1,2,5219.76
14391,290970108005009,1,1,3,9369.36
14394,290970108005009,1,2,2,0.0
14395,290970108005009,1,2,3,9369.36
14399,290970108005009,1,3,3,0.0
14400,290970108005010,1,0,0,0.0
14401,290970108005010,1,0,1,3000.83
14402,290970108005010,1,0,2,3771.42
14403,290970108005010,1,0,3,6769.62
14405,290970108005010,1,1,1,0.0
14406,290970108005010,1,1,2,3771.42
14407,290970108005010,1,1,3,6769.62
14410,290970108005010,1,2,2,0.0
14411,290970108005010,1,2,3,6769.62
14415,290970108005010,1,3,3,0.0
14416,290970108005011,1,0,0,0.0
14417,290970108005011,1,0,1,3400.18
14418,290970108005011,1,0,2,4273.32
14419,290970108005011,1,0,3,7670.52
14421,290970108005011,1,1,1,0.0
14422,290970108005011,1,1,2,4273.32
14423,290970108005011,1,1,3,7670.52
14426,290970108005011,1,2,2,0.0
14427,290970108005011,1,2,3,7670.52
14431,290970108005011,1,3,3,0.0
14432,290970108005012,1,0,0,0.0
14433,290970108005012,1,0,1,3611.265
14434,290970108005012,1,0,2,4538.61
14435,290970108005012,1,0,3,8146.71
14437,290970108005012,1,1,1,0.0
14438,290970108005012,1,1,2,4538.61
14439,290970108005012,1,1,3,8146.71
14442,290970108005012,1,2,2,0.0
14443,290970108005012,1,2,3,8146.71
14447,290970108005012,1,3,3,0.0
14448,290970108005013,1,0,0,0.0
14449,290970108005013,1,0,1,2987.138
14450,290970108005013,1,0,2,3754.212
14451,290970108005013,1,0,3,6738.732
14453,290970108005013,1,1,1,0.0
14454,290970108005013,1,1,2,3754.212
14455,290970108005013,1,1,3,6738.732
14458,290970108005013,1,2,2,0.0
14459,290970108005013,1,2,3,6738.732
14463,290970108005013,1,3,3,0.0
14464,290970108005014,1,0,0,0.0
14465,290970108005014,1,0,1,3724.224
14466,290970108005014,1,0,2,4680.576
14467,290970108005014,1,0,3,8401.536
14469,290970108005014,1,1,1,0.0
14470,290970108005014,1,1,2,4680.576
14471,290970108005014,1,1,3,8401.536
14474,290970108005014,1,2,2,0.0
14475,290970108005014,1,2,3,8401.536
14479,290970108005014,1,3,3,0.0
14480,290970108005015,1,0,0,0.0
14481,290970108005015,1,0,1,2682.491
14482,290970108005015,1,0,2,3371.334
14483,290970108005015,1,0,3,6051.474
14485,290970108005015,1,1,1,0.0
14486,290970108005015,1,1,2,3371.334
14487,290970108005015,1,1,3,6051.474
14490,290970108005015,1,2,2,0.0
14491,290970108005015,1,2,3,6051.474
14495,290970108005015,1,3,3,0.0
14496,290970108005016,1,0,0,0.0
14497,290970108005016,1,0,1,3245.004
14498,290970108005016,1,0,2,4078.296
14499,290970108005016,1,0,3,7320.456
14501,290970108005016,1,1,1,0.0
14502,290970108005016,1,1,2,4078.296
14503,290970108005016,1,1,3,7320.456
14506,290970108005016,1,2,2,0.0
14507,290970108005016,1,2,3,7320.456
14511,290970108005016,1,3,3,0.0
14512,290970108005017,1,0,0,0.0
14513,290970108005017,1,0,1,4043.704
14514,290970108005017,1,0,2,5082.096
14515,290970108005017,1,0,3,9122.256
14517,290970108005017,1,1,1,0.0
14518,290970108005017,1,1,2,5082.096
14519,290970108005017,1,1,3,9122.256
14522,290970108005017,1,2,2,0.0
14523,290970108005017,1,2,3,9122.256
14527,290970108005017,1,3,3,0.0
14528,290970108005018,1,0,0,0.0
14529,290970108005018,1,0,1,3550.792
14530,290970108005018,1,0,2,4462.608
14531,290970108005018,1,0,3,8010.288
14533,290970108005018,1,1,1,0.0
14534,290970108005018,1,1,2,4462.608
14535,290970108005018,1,1,3,8010.288
14538,290970108005018,1,2,2,0.0
14539,290970108005018,1,2,3,8010.288
14543,290970108005018,1,3,3,0.0
14544,290970108005019,1,0,0,0.0
14545,290970108005019,1,0,1,3457.23
14546,290970108005019,1,0,2,4345.02
14547,290970108005019,1,0,3,7799.22
14549,290970108005019,1,1,1,0.0
14550,290970108005019,1,1,2,4345.02
14551,290970108005019,1,1,3,7799.22
14554,290970108005019,1,2,2,0.0
14555,290970108005019,1,2,3,7799.22
14559,290970108005019,1,3,3,0.0
14560,290970108005020,1,0,0,0.0
14561,290970108005020,1,0,1,4219.418
14562,290970108005020,1,0,2,5302.932
14563,290970108005020,1,0,3,9518.652
14565,290970108005020,1,1,1,0.0
14566,290970108005020,1,1,2,5302.932
14567,290970108005020,1,1,3,9518.652
14570,290970108005020,1,2,2,0.0
14571,290970108005020,1,2,3,9518.652
14575,290970108005020,1,3,3,0.0
14576,290970108005021,1,0,0,0.0
14577,290970108005021,1,0,1,3814.363
14578,290970108005021,1,0,2,4793.862
14579,290970108005021,1,0,3,8604.882
14581,290970108005021,1,1,1,0.0
14582,290970108005021,1,1,2,4793.862
14583,290970108005021,1,1,3,8604.882
14586,290970108005021,1,2,2,0.0
14587,290970108005021,1,2,3,8604.882
14591,290970108005021,1,3,3,0.0
14592,290970108005022,1,0,0,0.0
14593,290970108005022,1,0,1,3853.157
14594,290970108005022,1,0,2,4842.618
14595,290970108005022,1,0,3,8692.398
14597,290970108005022,1,1,1,0.0
14598,290970108005022,1,1,2,4842.618
14599,290970108005022,1,1,3,8692.398
14602,290970108005022,1,2,2,0.0
14603,290970108005022,1,2,3,8692.398
14607,290970108005022,1,3,3,0.0
14608,290970108005023,1,0,0,0.0
14609,290970108005023,1,0,1,4889.7555
14610,290970108005023,1,0,2,6145.407
14611,290970108005023,1,0,3,11030.877
14613,290970108005023,1,1,1,0.0
14614,290970108005023,1,1,2,6145.407
14615,290970108005023,1,1,3,11030.877
14618,290970108005023,1,2,2,0.0
14619,290970108005023,1,2,3,11030.877
14623,290970108005023,1,3,3,0.0
14624,290970108005024,1,0,0,0.0
14625,290970108005024,1,0,1,3607.842
14626,290970108005024,1,0,2,4534.308
14627,290970108005024,1,0,3,8138.988
14629,290970108005024,1,1,1,0.0
14630,290970108005024,1,1,2,4534.308
14631,290970108005024,1,1,3,8138.988
14634,290970108005024,1,2,2,0.0
14635,290970108005024,1,2,3,8138.988
14639,290970108005024,1,3,3,0.0
14640,290970108005025,1,0,0,0.0
14641,290970108005025,1,0,1,2947.203
14642,290970108005025,1,0,2,3704.022
14643,290970108005025,1,0,3,6648.642
14645,290970108005025,1,1,1,0.0
14646,290970108005025,1,1,2,3704.022
14647,290970108005025,1,1,3,6648.642
14650,290970108005025,1,2,2,0.0
14651,290970108005025,1,2,3,6648.642
14655,290970108005025,1,3,3,0.0
14656,290970108005026,1,0,0,0.0
14657,290970108005026,1,0,1,3477.1975
14658,290970108005026,1,0,2,4370.115
14659,290970108005026,1,0,3,7844.265
14661,290970108005026,1,1,1,0.0
14662,290970108005026,1,1,2,4370.115
14663,290970108005026,1,1,3,7844.265
14666,290970108005026,1,2,2,0.0
14667,290970108005026,1,2,3,7844.265
14671,290970108005026,1,3,3,0.0
14672,290970108005027,1,0,0,0.0
14673,290970108005027,1,0,1,3416.154
14674,290970108005027,1,0,2,4293.396
14675,290970108005027,1,0,3,7706.556
14677,290970108005027,1,1,1,0.0
14678,290970108005027,1,1,2,4293.396
14679,290970108005027,1,1,3,7706.556
14682,290970108005027,1,2,2,0.0
14683,290970108005027,1,2,3,7706.556
